id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data_inversa;;horario;;dia_semana;
2332;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';24/04/2018;***;17:20:00;',';terça-feira;"');"
2333;,';Condutor Dormindo;',';Capotamento;',';Com Vítimas Feridas;',';23/04/2018;***;22:00:00;',';segunda-feira;"');"
2334;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';24/04/2018;***;18:40:00;',';terça-feira;"');"
2335;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';24/04/2018;***;14:35:00;',';terça-feira;"');"
2336;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';04/04/2018;***;12:30:00;',';quarta-feira;"');"
2337;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';25/04/2018;***;04:20:00;',';quarta-feira;"');"
2338;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';08/04/2018;***;21:40:00;',';domingo;"');"
2339;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';06/04/2018;***;05:50:00;',';sexta-feira;"');"
2340;,';Não guardar distância de segurança;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';25/04/2018;***;17:00:00;',';quarta-feira;"');"
2341;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';25/04/2018;***;17:20:00;',';quarta-feira;"');"
2342;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';25/04/2018;***;18:30:00;',';quarta-feira;"');"
2343;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';26/04/2018;***;07:30:00;',';quinta-feira;"');"
2344;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';26/04/2018;***;06:30:00;',';quinta-feira;"');"
2345;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';30/03/2018;***;19:30:00;',';sexta-feira;"');"
2346;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';08/04/2018;***;21:35:00;',';domingo;"');"
2347;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';26/04/2018;***;16:30:00;',';quinta-feira;"');"
2348;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';26/04/2018;***;18:00:00;',';quinta-feira;"');"
2349;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';26/04/2018;***;18:50:00;',';quinta-feira;"');"
2350;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';26/04/2018;***;19:00:00;',';quinta-feira;"');"
2351;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';26/04/2018;***;20:40:00;',';quinta-feira;"');"
2352;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';27/04/2018;***;17:20:00;',';sexta-feira;"');"
2353;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',';27/04/2018;***;19:50:00;',';sexta-feira;"');"
2354;,';Sinalização da via insuficiente ou inadequada;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';28/04/2018;***;03:00:00;',';sábado;"');"
2355;,';Fenômenos da Natureza;',';Colisão traseira;',';Com Vítimas Feridas;',';28/04/2018;***;06:30:00;',';sábado;"');"
2356;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';28/04/2018;***;07:40:00;',';sábado;"');"
2357;,';Não guardar distância de segurança;',';Colisão frontal;',';Com Vítimas Feridas;',';28/04/2018;***;10:35:00;',';sábado;"');"
2358;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';28/04/2018;***;14:20:00;',';sábado;"');"
2359;,';Ultrapassagem Indevida;',';Colisão lateral;',';Sem Vítimas;',';28/04/2018;***;12:20:00;',';sábado;"');"
2360;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/04/2018;***;18:10:00;',';sábado;"');"
2361;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';28/04/2018;***;18:10:00;',';sábado;"');"
2362;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';28/04/2018;***;18:39:00;',';sábado;"');"
2363;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';29/04/2018;***;00:05:00;',';domingo;"');"
2364;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';29/04/2018;***;05:00:00;',';domingo;"');"
2365;,';Ingestão de Álcool;',';Colisão frontal;',';Sem Vítimas;',';29/04/2018;***;07:20:00;',';domingo;"');"
2366;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';29/04/2018;***;14:30:00;',';domingo;"');"
2367;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';29/04/2018;***;17:20:00;',';domingo;"');"
2368;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';29/04/2018;***;18:20:00;',';domingo;"');"
2369;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',';29/04/2018;***;18:20:00;',';domingo;"');"
2370;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';30/04/2018;***;00:55:00;',';segunda-feira;"');"
2371;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';30/04/2018;***;07:25:00;',';segunda-feira;"');"
2372;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';30/04/2018;***;07:50:00;',';segunda-feira;"');"
2373;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';22/04/2018;***;20:00:00;',';domingo;"');"
2374;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';30/04/2018;***;15:35:00;',';segunda-feira;"');"
2375;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';10/04/2018;***;18:20:00;',';terça-feira;"');"
2376;,';Velocidade Incompatível;',';Capotamento;',';Com Vítimas Feridas;',';30/04/2018;***;18:20:00;',';segunda-feira;"');"
2377;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';30/04/2018;***;19:15:00;',';segunda-feira;"');"
2378;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';01/05/2018;***;01:20:00;',';terça-feira;"');"
2379;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';01/05/2018;***;13:15:00;',';terça-feira;"');"
2380;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/05/2018;***;07:40:00;',';quarta-feira;"');"
2381;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/05/2018;***;10:45:00;',';quarta-feira;"');"
2382;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';03/03/2018;***;20:30:00;',';sábado;"');"
2383;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';02/05/2018;***;14:38:00;',';quarta-feira;"');"
2384;,';Velocidade Incompatível;',';Colisão transversal;',';Com Vítimas Feridas;',';13/04/2018;***;21:20:00;',';sexta-feira;"');"
2385;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';12/04/2018;***;19:00:00;',';quinta-feira;"');"
2386;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';03/04/2018;***;10:20:00;',';terça-feira;"');"
2387;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';05/05/2018;***;05:45:00;',';sábado;"');"
2388;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';05/05/2018;***;07:00:00;',';sábado;"');"
2389;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';06/05/2018;***;00:30:00;',';domingo;"');"
2390;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Fatais;',';06/05/2018;***;02:00:00;',';domingo;"');"
2391;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';15/04/2018;***;05:00:00;',';domingo;"');"
2392;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';06/05/2018;***;03:30:00;',';domingo;"');"
2393;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';18/04/2018;***;08:10:00;',';quarta-feira;"');"
2394;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';22/01/2018;***;16:00:00;',';segunda-feira;"');"
2395;,';Condutor Dormindo;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';09/04/2018;***;22:30:00;',';segunda-feira;"');"
2396;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';22/04/2018;***;09:50:00;',';domingo;"');"
2397;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';21/04/2018;***;18:20:00;',';sábado;"');"
2398;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';08/04/2018;***;18:20:00;',';domingo;"');"
2399;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Com Vítimas Fatais;',';22/04/2018;***;17:50:00;',';domingo;"');"
2400;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';19/04/2018;***;20:30:00;',';quinta-feira;"');"
2401;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';01/05/2018;***;06:30:00;',';terça-feira;"');"
2402;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';01/04/2018;***;22:00:00;',';domingo;"');"
2403;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';20/04/2018;***;18:45:00;',';sexta-feira;"');"
2404;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';09/05/2018;***;18:20:00;',';quarta-feira;"');"
2405;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';09/05/2018;***;18:50:00;',';quarta-feira;"');"
2406;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';20/04/2018;***;01:40:00;',';sexta-feira;"');"
2407;,';Desobediência às normas de trânsito pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';19/04/2018;***;09:35:00;',';quinta-feira;"');"
2408;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';11/05/2018;***;10:20:00;',';sexta-feira;"');"
2409;,';Falta de Atenção à Condução;',';Engavetamento;',';Com Vítimas Feridas;',';11/05/2018;***;14:35:00;',';sexta-feira;"');"
2410;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';12/05/2018;***;02:40:00;',';sábado;"');"
2411;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',';12/05/2018;***;10:00:00;',';sábado;"');"
2412;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';19/04/2018;***;00:00:00;',';quinta-feira;"');"
2413;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';04/04/2018;***;16:00:00;',';quarta-feira;"');"
2414;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',';12/05/2018;***;12:25:00;',';sábado;"');"
2415;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/05/2018;***;20:25:00;',';sábado;"');"
2416;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';13/05/2018;***;02:15:00;',';domingo;"');"
2417;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';13/05/2018;***;04:40:00;',';domingo;"');"
2418;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';13/05/2018;***;06:25:00;',';domingo;"');"
2419;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';13/05/2018;***;15:00:00;',';domingo;"');"
2420;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/05/2018;***;08:35:00;',';segunda-feira;"');"
2421;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';14/05/2018;***;18:15:00;',';segunda-feira;"');"
2422;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';14/05/2018;***;18:10:00;',';segunda-feira;"');"
2423;,';Defeito na Via;',';Tombamento;',';Com Vítimas Feridas;',';29/04/2018;***;22:10:00;',';domingo;"');"
2424;,';Animais na Pista;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/05/2018;***;05:30:00;',';terça-feira;"');"
2425;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/05/2018;***;07:55:00;',';terça-feira;"');"
2426;,';Objeto estático sobre o leito carroçável;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';17/04/2018;***;22:50:00;',';terça-feira;"');"
2427;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';29/04/2018;***;19:40:00;',';domingo;"');"
2428;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';28/04/2018;***;14:30:00;',';sábado;"');"
2429;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',';16/05/2018;***;06:20:00;',';quarta-feira;"');"
2430;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';22/04/2018;***;18:27:00;',';domingo;"');"
2431;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',';16/05/2018;***;09:30:00;',';quarta-feira;"');"
2432;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';28/04/2018;***;11:35:00;',';sábado;"');"
2433;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';16/05/2018;***;14:00:00;',';quarta-feira;"');"
2434;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';10/04/2018;***;12:20:00;',';terça-feira;"');"
2435;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',';27/04/2018;***;22:40:00;',';sexta-feira;"');"
2436;,';Velocidade Incompatível;',';Colisão transversal;',';Com Vítimas Feridas;',';02/04/2018;***;13:40:00;',';segunda-feira;"');"
2437;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';23/04/2018;***;16:25:00;',';segunda-feira;"');"
2438;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';17/05/2018;***;10:15:00;',';quinta-feira;"');"
2439;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/05/2018;***;18:05:00;',';quinta-feira;"');"
2440;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/05/2018;***;18:30:00;',';quinta-feira;"');"
2441;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';25/03/2018;***;16:55:00;',';domingo;"');"
2442;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';02/04/2018;***;18:55:00;',';segunda-feira;"');"
2443;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';18/05/2018;***;13:20:00;',';sexta-feira;"');"
2444;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';18/05/2018;***;13:50:00;',';sexta-feira;"');"
2445;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';03/02/2018;***;07:00:00;',';sábado;"');"
2446;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Fatais;',';18/05/2018;***;15:30:00;',';sexta-feira;"');"
2447;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';23/04/2018;***;09:00:00;',';segunda-feira;"');"
2448;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';18/05/2018;***;15:30:00;',';sexta-feira;"');"
2449;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';18/05/2018;***;19:10:00;',';sexta-feira;"');"
2450;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/05/2018;***;00:00:00;',';sábado;"');"
2451;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/05/2018;***;08:05:00;',';sábado;"');"
2452;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Fatais;',';19/05/2018;***;07:50:00;',';sábado;"');"
2453;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/05/2018;***;14:50:00;',';sábado;"');"
2454;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/05/2018;***;13:50:00;',';sábado;"');"
2455;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';19/05/2018;***;19:50:00;',';sábado;"');"
