id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;horario;;dia_semana;
8088;,';Velocidade Incompatível;',';Colisão frontal;',';Sem Vítimas;',';02/03/2018;***;18:00:00;',';sexta-feira;"');"
8089;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',';02/03/2018;***;19:30:00;',';sexta-feira;"');"
8090;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';02/03/2018;***;19:30:00;',';sexta-feira;"');"
8091;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';02/03/2018;***;19:00:00;',';sexta-feira;"');"
8092;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';02/03/2018;***;19:30:00;',';sexta-feira;"');"
8093;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';02/03/2018;***;20:15:00;',';sexta-feira;"');"
8094;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;19:50:00;',';sexta-feira;"');"
8095;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;21:10:00;',';sexta-feira;"');"
8096;,';Velocidade Incompatível;',';Capotamento;',';Sem Vítimas;',';02/03/2018;***;21:21:00;',';sexta-feira;"');"
8097;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;21:35:00;',';sexta-feira;"');"
8098;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';02/03/2018;***;20:25:00;',';sexta-feira;"');"
8099;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';02/03/2018;***;21:45:00;',';sexta-feira;"');"
8100;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';02/03/2018;***;20:15:00;',';sexta-feira;"');"
8101;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;13:30:00;',';sexta-feira;"');"
8102;,';Velocidade Incompatível;',';Capotamento;',';Com Vítimas Fatais;',';02/03/2018;***;22:00:00;',';sexta-feira;"');"
8103;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';02/03/2018;***;19:30:00;',';sexta-feira;"');"
8104;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/03/2018;***;22:30:00;',';sexta-feira;"');"
8105;,';Velocidade Incompatível;',';Capotamento;',';Sem Vítimas;',';03/03/2018;***;00:05:00;',';sábado;"');"
8106;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';03/03/2018;***;02:05:00;',';sábado;"');"
8107;,';Defeito na Via;',';Saída de leito carroçável;',';Sem Vítimas;',';03/03/2018;***;05:00:00;',';sábado;"');"
8108;,';Ingestão de Álcool;',';Engavetamento;',';Sem Vítimas;',';03/03/2018;***;04:40:00;',';sábado;"');"
8109;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/03/2018;***;06:45:00;',';sábado;"');"
8110;,';Avarias e/ou desgaste excessivo no pneu;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';03/03/2018;***;07:00:00;',';sábado;"');"
8111;,';Ingestão de Álcool;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';03/03/2018;***;07:20:00;',';sábado;"');"
8112;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';03/03/2018;***;06:50:00;',';sábado;"');"
8113;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';03/03/2018;***;08:10:00;',';sábado;"');"
8114;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';03/03/2018;***;08:10:00;',';sábado;"');"
8115;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';03/03/2018;***;08:50:00;',';sábado;"');"
8116;,';Mal Súbito;',';Colisão lateral;',';Com Vítimas Feridas;',';03/03/2018;***;08:45:00;',';sábado;"');"
8117;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';03/03/2018;***;09:15:00;',';sábado;"');"
8118;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';03/03/2018;***;10:00:00;',';sábado;"');"
8119;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';03/03/2018;***;09:20:00;',';sábado;"');"
8120;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';03/03/2018;***;10:10:00;',';sábado;"');"
8121;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';03/03/2018;***;10:40:00;',';sábado;"');"
8122;,';Pista Escorregadia;',';Colisão com objeto estático;',';Sem Vítimas;',';03/03/2018;***;09:27:00;',';sábado;"');"
8123;,';Velocidade Incompatível;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';16/02/2018;***;20:20:00;',';sexta-feira;"');"
8124;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';03/03/2018;***;13:00:00;',';sábado;"');"
8125;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';03/03/2018;***;13:10:00;',';sábado;"');"
8126;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';03/03/2018;***;13:15:00;',';sábado;"');"
8127;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';09/02/2018;***;10:30:00;',';sexta-feira;"');"
8128;,';Pista Escorregadia;',';Saída de leito carroçável;',';Sem Vítimas;',';03/03/2018;***;14:30:00;',';sábado;"');"
8129;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/03/2018;***;14:10:00;',';sábado;"');"
8130;,';Não guardar distância de segurança;',';Engavetamento;',';Sem Vítimas;',';03/03/2018;***;15:30:00;',';sábado;"');"
8131;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';03/03/2018;***;14:50:00;',';sábado;"');"
8132;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/03/2018;***;16:15:00;',';sábado;"');"
8133;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';03/03/2018;***;17:55:00;',';sábado;"');"
8134;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';03/03/2018;***;17:40:00;',';sábado;"');"
8135;,';Defeito na Via;',';Capotamento;',';Sem Vítimas;',';03/03/2018;***;17:40:00;',';sábado;"');"
8136;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/03/2018;***;18:10:00;',';sábado;"');"
8137;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';03/03/2018;***;18:15:00;',';sábado;"');"
8138;,';Desobediência às normas de trânsito pelo condutor;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';03/03/2018;***;18:55:00;',';sábado;"');"
8139;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';03/03/2018;***;19:15:00;',';sábado;"');"
8140;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',';03/03/2018;***;19:10:00;',';sábado;"');"
8141;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/03/2018;***;19:20:00;',';sábado;"');"
8142;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';03/03/2018;***;19:50:00;',';sábado;"');"
8143;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';03/03/2018;***;19:50:00;',';sábado;"');"
8144;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';03/03/2018;***;17:40:00;',';sábado;"');"
8145;,';Pista Escorregadia;',';Tombamento;',';Com Vítimas Feridas;',';03/03/2018;***;20:42:00;',';sábado;"');"
8146;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';03/03/2018;***;21:08:00;',';sábado;"');"
8147;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';03/03/2018;***;21:00:00;',';sábado;"');"
8148;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Feridas;',';03/03/2018;***;18:40:00;',';sábado;"');"
8149;,';Ingestão de Álcool;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';03/03/2018;***;22:40:00;',';sábado;"');"
8150;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';03/03/2018;***;22:30:00;',';sábado;"');"
8151;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';03/03/2018;***;23:35:00;',';sábado;"');"
8152;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/03/2018;***;22:20:00;',';sábado;"');"
8153;,';Velocidade Incompatível;',';Capotamento;',';Sem Vítimas;',';03/03/2018;***;22:00:00;',';sábado;"');"
8154;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';04/03/2018;***;01:20:00;',';domingo;"');"
8155;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';04/03/2018;***;02:35:00;',';domingo;"');"
8156;,';Mal Súbito;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';04/03/2018;***;03:00:00;',';domingo;"');"
8157;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';04/03/2018;***;01:30:00;',';domingo;"');"
8158;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';04/03/2018;***;03:45:00;',';domingo;"');"
8159;,';Pista Escorregadia;',';Colisão lateral;',';Sem Vítimas;',';04/03/2018;***;02:30:00;',';domingo;"');"
8160;,';Pista Escorregadia;',';Capotamento;',';Sem Vítimas;',';04/03/2018;***;03:15:00;',';domingo;"');"
8161;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;03:15:00;',';domingo;"');"
8162;,';Ingestão de Álcool;',';Colisão frontal;',';Sem Vítimas;',';04/03/2018;***;05:00:00;',';domingo;"');"
8163;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';04/03/2018;***;04:30:00;',';domingo;"');"
8164;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';04/03/2018;***;03:45:00;',';domingo;"');"
8165;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';04/03/2018;***;05:30:00;',';domingo;"');"
8166;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';04/03/2018;***;04:50:00;',';domingo;"');"
8167;,';Ingestão de Álcool;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';04/03/2018;***;06:15:00;',';domingo;"');"
8168;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;06:40:00;',';domingo;"');"
8169;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';04/03/2018;***;06:30:00;',';domingo;"');"
8170;,';Ingestão de Álcool;',';Capotamento;',';Com Vítimas Feridas;',';04/03/2018;***;04:00:00;',';domingo;"');"
8171;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';04/03/2018;***;07:45:00;',';domingo;"');"
8172;,';Ingestão de Álcool;',';Colisão lateral;',';Sem Vítimas;',';04/03/2018;***;06:00:00;',';domingo;"');"
8173;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;06:20:00;',';domingo;"');"
8174;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';04/03/2018;***;08:30:00;',';domingo;"');"
8175;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';04/03/2018;***;08:55:00;',';domingo;"');"
8176;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;10:00:00;',';domingo;"');"
8177;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';04/03/2018;***;10:00:00;',';domingo;"');"
8178;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';04/03/2018;***;06:45:00;',';domingo;"');"
8179;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';28/02/2018;***;12:15:00;',';quarta-feira;"');"
8180;,';Agressão Externa;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;12:28:00;',';domingo;"');"
8181;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';04/03/2018;***;13:00:00;',';domingo;"');"
8182;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;13:00:00;',';domingo;"');"
8183;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;15:00:00;',';domingo;"');"
8184;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';04/03/2018;***;16:10:00;',';domingo;"');"
8185;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Fatais;',';04/03/2018;***;16:14:00;',';domingo;"');"
8186;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';04/03/2018;***;16:00:00;',';domingo;"');"
8187;,';Pista Escorregadia;',';Capotamento;',';Sem Vítimas;',';04/03/2018;***;16:45:00;',';domingo;"');"
8188;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';04/03/2018;***;16:50:00;',';domingo;"');"
8189;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Sem Vítimas;',';04/03/2018;***;17:43:00;',';domingo;"');"
8190;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;18:18:00;',';domingo;"');"
8191;,';Pista Escorregadia;',';Colisão lateral;',';Sem Vítimas;',';04/03/2018;***;19:00:00;',';domingo;"');"
8192;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';04/03/2018;***;19:17:00;',';domingo;"');"
8193;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';04/03/2018;***;20:05:00;',';domingo;"');"
8194;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;18:30:00;',';domingo;"');"
8195;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';04/02/2018;***;12:00:00;',';domingo;"');"
8196;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';04/03/2018;***;18:00:00;',';domingo;"');"
8197;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';04/03/2018;***;21:20:00;',';domingo;"');"
8198;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Capotamento;',';Com Vítimas Feridas;',';04/03/2018;***;21:30:00;',';domingo;"');"
8199;,';Velocidade Incompatível;',';Colisão transversal;',';Com Vítimas Feridas;',';04/03/2018;***;20:15:00;',';domingo;"');"
8200;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';04/03/2018;***;21:05:00;',';domingo;"');"
8201;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';04/03/2018;***;20:00:00;',';domingo;"');"
8202;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';04/03/2018;***;22:10:00;',';domingo;"');"
8203;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';04/03/2018;***;21:30:00;',';domingo;"');"
8204;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';04/03/2018;***;21:20:00;',';domingo;"');"
8205;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';04/03/2018;***;22:50:00;',';domingo;"');"
8206;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';04/03/2018;***;23:10:00;',';domingo;"');"
8207;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';04/03/2018;***;21:25:00;',';domingo;"');"
8208;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/03/2018;***;20:45:00;',';domingo;"');"
8209;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Fatais;',';04/03/2018;***;22:45:00;',';domingo;"');"
8210;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',';04/03/2018;***;22:00:00;',';domingo;"');"
8211;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';05/03/2018;***;06:05:00;',';segunda-feira;"');"
8212;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';05/03/2018;***;07:10:00;',';segunda-feira;"');"
8213;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';05/03/2018;***;07:40:00;',';segunda-feira;"');"
8214;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';05/03/2018;***;08:10:00;',';segunda-feira;"');"
8215;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';05/03/2018;***;08:20:00;',';segunda-feira;"');"
8216;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';05/03/2018;***;07:40:00;',';segunda-feira;"');"
8217;,';Pista Escorregadia;',';Tombamento;',';Com Vítimas Feridas;',';05/03/2018;***;10:10:00;',';segunda-feira;"');"
8218;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';05/03/2018;***;10:40:00;',';segunda-feira;"');"
8219;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';05/03/2018;***;10:10:00;',';segunda-feira;"');"
8220;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';05/03/2018;***;11:05:00;',';segunda-feira;"');"
8221;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';05/03/2018;***;11:30:00;',';segunda-feira;"');"
8222;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';05/03/2018;***;11:25:00;',';segunda-feira;"');"
