id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;dia_semana;;horario;;
12674;,';Ingestão de Álcool;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';13:30:00;"');";
12675;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';14:30:00;"');";
12676;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';16:43:00;"');";
12677;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';17:35:00;"');";
12678;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';15:50:00;"');";
12679;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';17:55:00;"');";
12680;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';18:35:00;"');";
12681;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';19:00:00;"');";
12682;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';17/05/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';07:55:00;"');";
12683;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';18:45:00;"');";
12684;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Sem Vítimas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';18:08:00;"');";
12685;,';Sinalização da via insuficiente ou inadequada;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';20:40:00;"');";
12686;,';Sinalização da via insuficiente ou inadequada;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';21:40:00;"');";
12687;,';Desobediência às normas de trânsito pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';18:20:00;"');";
12688;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Sem Vítimas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';21:45:00;"');";
12689;,';Agressão Externa;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';17:30:00;"');";
12690;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';21:30:00;"');";
12691;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';02:45:00;"');";
12692;,';Condutor Dormindo;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';06:40:00;"');";
12693;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:00:00;"');";
12694;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:50:00;"');";
12695;,';Ingestão de Álcool;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:15:00;"');";
12696;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:45:00;"');";
12697;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';08:25:00;"');";
12698;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:00:00;"');";
12699;,';Velocidade Incompatível;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:08:00;"');";
12700;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';08:50:00;"');";
12701;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:00:00;"');";
12702;,';Não guardar distância de segurança;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';10:00:00;"');";
12703;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';08/05/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';07:00:00;"');";
12704;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';11:00:00;"');";
12705;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';12:10:00;"');";
12706;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';12:00:00;"');";
12707;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';12:35:00;"');";
12708;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';12:40:00;"');";
12709;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';31/05/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';09:35:00;"');";
12710;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';13:50:00;"');";
12711;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';10/05/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:50:00;"');";
12712;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';14:00:00;"');";
12713;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';03/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';21:30:00;"');";
12714;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';14:50:00;"');";
12715;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';15:00:00;"');";
12716;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';14:50:00;"');";
12717;,';Mal Súbito;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';15:10:00;"');";
12718;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';15:35:00;"');";
12719;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:30:00;"');";
12720;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:05:00;"');";
12721;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:50:00;"');";
12722;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';17:35:00;"');";
12723;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';17:33:00;"');";
12724;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';17:40:00;"');";
12725;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';18:20:00;"');";
12726;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';18:55:00;"');";
12727;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';19:00:00;"');";
12728;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';18:15:00;"');";
12729;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';18:05:00;"');";
12730;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';20:00:00;"');";
12731;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';20:50:00;"');";
12732;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';21:50:00;"');";
12733;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';19:45:00;"');";
12734;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';22:30:00;"');";
12735;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';23:32:00;"');";
12736;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';23:04:00;"');";
12737;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';20/06/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';23:50:00;"');";
12738;,';Falta de Atenção do Pedestre;',';Tombamento;',';Sem Vítimas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';00:35:00;"');";
12739;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';03/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';17:50:00;"');";
12740;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';07:20:00;"');";
12741;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';07:30:00;"');";
12742;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';08:30:00;"');";
12743;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';08:50:00;"');";
12744;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';31/05/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';23:35:00;"');";
12745;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:20:00;"');";
12746;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:40:00;"');";
12747;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:35:00;"');";
12748;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';11:00:00;"');";
12749;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:50:00;"');";
12750;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';11:00:00;"');";
12751;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';11:35:00;"');";
12752;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';12:45:00;"');";
12753;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';12:56:00;"');";
12754;,';Falta de Atenção à Condução;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';14:35:00;"');";
12755;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';07/05/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';21:05:00;"');";
12756;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';14:50:00;"');";
12757;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';15:15:00;"');";
12758;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';06:50:00;"');";
12759;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';15:55:00;"');";
12760;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';16:28:00;"');";
12761;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';08:45:00;"');";
12762;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';17:30:00;"');";
12763;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';16:15:00;"');";
12764;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:30:00;"');";
12765;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:40:00;"');";
12766;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:00:00;"');";
12767;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:20:00;"');";
12768;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:15:00;"');";
12769;,';Avarias e/ou desgaste excessivo no pneu;',';Capotamento;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';17:30:00;"');";
12770;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:30:00;"');";
12771;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:35:00;"');";
12772;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';21:55:00;"');";
12773;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';21/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';21:30:00;"');";
12774;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';00:15:00;"');";
12775;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';01:55:00;"');";
12776;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';02:50:00;"');";
12777;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:20:00;"');";
12778;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:55:00;"');";
12779;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';07:20:00;"');";
12780;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';03:20:00;"');";
12781;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';08:30:00;"');";
12782;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';09:30:00;"');";
12783;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';09:10:00;"');";
12784;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:00:00;"');";
12785;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:55:00;"');";
12786;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';12:20:00;"');";
12787;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';12:50:00;"');";
12788;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';13:20:00;"');";
12789;,';Desobediência às normas de trânsito pelo condutor;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';22/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';14:38:00;"');";
12790;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';31/05/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';02:15:00;"');";
